PMCID,PMID,doi,year,title,journal,topic,file,license
PMC7617558,40067968,10.1210/clinem/dgaf158,2025.0,Clinical Heterogeneity and Transitions of Obesity in Mexico.,The Journal of clinical endocrinology and metabolism,CardioMetabolic,oa_package/5f/b8/PMC7617558.tar.gz,CC BY
PMC7101445,32221369,10.1038/s41598-020-62272-9,2020.0,Enhanced glycolysis and HIF-1α activation in adipose tissue macrophages sustains local and systemic interleukin-1β production in obesity.,Scientific reports,CardioMetabolic,oa_package/ee/74/PMC7101445.tar.gz,CC BY
PMC7916966,33670210,10.3390/jcm10040712,2021.0,Clinical and Laboratory Predictors for the Development of Low Cardiac Output Syndrome in Infants Undergoing Cardiopulmonary Bypass: A Pilot Study.,Journal of clinical medicine,CardioMetabolic,oa_package/f8/3b/PMC7916966.tar.gz,CC BY
PMC6032338,29891806,10.3390/ijms19061732,2018.0,Anti-Atherogenic Effects of Vaspin on Human Aortic Smooth Muscle Cell/Macrophage Responses and Hyperlipidemic Mouse Plaque Phenotype.,International journal of molecular sciences,CardioMetabolic,oa_package/8a/d9/PMC6032338.tar.gz,CC BY
PMC11767525,39852644,10.3390/nursrep15010022,2025.0,Experience with a Self-Management Education Program for Adolescents with Type 1 Diabetes: A Qualitative Study.,"Nursing reports (Pavia, Italy)",CardioMetabolic,oa_package/33/c0/PMC11767525.tar.gz,CC BY
PMC9115970,35585553,10.1186/s12934-022-01814-4,2022.0,Identification of the sesquiterpene synthase AcTPS1 and high production of (-)-germacrene D in metabolically engineered Saccharomyces cerevisiae.,Microbial cell factories,CardioMetabolic,oa_package/fa/b5/PMC9115970.tar.gz,CC BY
PMC8560938,34725407,10.1038/s41598-021-00832-3,2021.0,Factors associated with difficulty in crossing the culprit lesion of acute myocardial infarction.,Scientific reports,CardioMetabolic,oa_package/ad/e5/PMC8560938.tar.gz,CC BY
PMC11462104,39316426,10.2196/59392,2024.0,Development of a Cohort Analytics Tool for Monitoring Progression Patterns in Cardiovascular Diseases: Advanced Stochastic Modeling Approach.,JMIR medical informatics,CardioMetabolic,oa_package/77/8a/PMC11462104.tar.gz,CC BY
PMC12058227,40337470,10.3389/freae.2024.1245823,2024.0,Enhanced glucose metabolism in Tet-deficient mouse embryonic stem cells.,Frontiers in epigenetics and epigenomics,CardioMetabolic,oa_package/e9/e6/PMC12058227.tar.gz,CC BY
PMC8401482,34436434,10.3390/metabo11080493,2021.0,Exploring the Gut Microbiota and Cardiovascular Disease.,Metabolites,CardioMetabolic,oa_package/10/0e/PMC8401482.tar.gz,CC BY
PMC12277665,40686015,10.1002/brb3.70696,2025.0,Genetic Insights Into the Link Between Restless Legs Syndrome and Diabetic Nephropathy Risk.,Brain and behavior,CardioMetabolic,oa_package/2b/a3/PMC12277665.tar.gz,CC BY
PMC10568313,37841401,10.3389/fnut.2023.1222019,2023.0,Obesity and sarcopenic obesity characterized by low-grade inflammation are associated with increased risk for major depression in women.,Frontiers in nutrition,CardioMetabolic,oa_package/d1/d5/PMC10568313.tar.gz,CC BY
PMC12100837,40410665,10.1186/s12877-025-06002-8,2025.0,Patterns of comorbidities differentially impact on in-hospital outcomes in heart failure patients.,BMC geriatrics,CardioMetabolic,oa_package/bc/6b/PMC12100837.tar.gz,CC BY-NC-ND
PMC8698851,34944741,10.3390/biomedicines9121925,2021.0,"C3d Elicits Neutrophil Degranulation and Decreases Endothelial Cell Migration, with Implications for Patients with Alpha-1 Antitrypsin Deficiency.",Biomedicines,CardioMetabolic,oa_package/35/26/PMC8698851.tar.gz,CC BY
PMC5859357,29593570,10.3389/fphys.2018.00213,2018.0,Distinct ECG Phenotypes Identified in Hypertrophic Cardiomyopathy Using Machine Learning Associate With Arrhythmic Risk Markers.,Frontiers in physiology,CardioMetabolic,oa_package/ab/bf/PMC5859357.tar.gz,CC BY
PMC8047190,33907545,10.11909/j.issn.1671-5411.2021.03.003,2021.0,Hybrid coronary revascularization vs. percutaneous coronary interventions for multivessel coronary artery disease.,Journal of geriatric cardiology : JGC,CardioMetabolic,oa_package/17/93/PMC8047190.tar.gz,CC BY-NC-SA
PMC8154408,34032752,10.1097/MD.0000000000026107,2021.0,Fat-restricted low-glycemic index diet controls weight and improves blood lipid profile: A pilot study among overweight and obese adults in Southwest China.,Medicine,CardioMetabolic,oa_package/10/df/PMC8154408.tar.gz,CC BY-NC
PMC11930309,40121673,10.1002/edm2.70047,2025.0,The Effect of Nutrition Education on Glycemic Outcomes in People With Type 1 Diabetes Initiating the Use of Glucose Sensors.,"Endocrinology, diabetes & metabolism",CardioMetabolic,oa_package/47/d3/PMC11930309.tar.gz,CC BY
PMC10183511,37197538,10.21037/jtd-23-190,2023.0,Analysis of the sensitivity and specificity of compressed sensing magnetic resonance imaging in the diagnosis of heart failure.,Journal of thoracic disease,CardioMetabolic,oa_package/18/f0/PMC10183511.tar.gz,CC BY-NC-ND
PMC9953248,36830880,10.3390/biomedicines11020343,2023.0,SDF-1α-Releasing Microspheres Effectively Extend Stem Cell Homing after Myocardial Infarction.,Biomedicines,CardioMetabolic,oa_package/76/6f/PMC9953248.tar.gz,CC BY
PMC8581402,34778274,10.3389/fcell.2021.766357,2021.0,Commentary: Plasma Metabolic Profiling of Pediatric Sepsis in a Chinese Cohort.,Frontiers in cell and developmental biology,CardioMetabolic,oa_package/21/76/PMC8581402.tar.gz,CC BY
PMC7470107,32939361,10.1080/23320885.2020.1791715,2020.0,Vascularized bone graft and scapholunate fixation for proximal scaphoid nonunion: a case report.,Case reports in plastic surgery & hand surgery,CardioMetabolic,oa_package/67/91/PMC7470107.tar.gz,CC BY
PMC7460160,32823813,10.3390/ijerph17165895,2020.0,Personalized Tracking of Physical Activity in Children Using a Wearable Heart Rate Monitor.,International journal of environmental research and public health,CardioMetabolic,oa_package/4f/dc/PMC7460160.tar.gz,CC BY
PMC8663980,34909654,10.1016/j.crphar.2021.100019,2021.0,"Tocotrienols-rich naringenin nanoemulgel for the management of diabetic wound: Fabrication, characterization and comparative in vitro evaluations.",Current research in pharmacology and drug discovery,CardioMetabolic,oa_package/81/e2/PMC8663980.tar.gz,CC BY-NC-ND
PMC10314282,37396402,10.1016/j.metop.2023.100250,2023.0,Longitudinal changes in pancreatic volume and pancreatic fat with weight gain in Japanese without diabetes: An analysis using health check-up data.,Metabolism open,CardioMetabolic,oa_package/41/3c/PMC10314282.tar.gz,CC BY-NC-ND
PMC12376650,40411399,10.1002/advs.202504418,2025.0,Multi-Omics and -Organ Insights into Energy Metabolic Adaptations in Early Sepsis Onset.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",CardioMetabolic,oa_package/02/83/PMC12376650.tar.gz,CC BY
PMC8509295,34639207,10.3390/ijms221910858,2021.0,Flaxseed Powder Attenuates Non-Alcoholic Steatohepatitis via Modulation of Gut Microbiota and Bile Acid Metabolism through Gut-Liver Axis.,International journal of molecular sciences,CardioMetabolic,oa_package/0c/25/PMC8509295.tar.gz,CC BY
PMC11718472,39959260,10.4239/wjd.v16.i2.95102,2025.0,Distinguishing exocrine pancreas disease-associated diabetes from type 2 diabetes based on anthropometric and metabolic parameters.,World journal of diabetes,CardioMetabolic,oa_package/09/9d/PMC11718472.tar.gz,CC BY-NC
PMC11687279,39741792,10.2147/OPTH.S497678,2024.0,Real-World Outcomes in Pre-Existing Neovascular Age-Related Macular Degeneration Subjects Undergoing Avacincaptad Therapy for Geographic Atrophy.,"Clinical ophthalmology (Auckland, N.Z.)",CardioMetabolic,oa_package/48/32/PMC11687279.tar.gz,CC BY-NC
PMC12534288,40924110,10.1007/s00125-025-06524-1,2025.0,Evaluating the role of alpha cell dysregulation in the progression to type 2 diabetes using mathematical simulations.,Diabetologia,CardioMetabolic,oa_package/39/f7/PMC12534288.tar.gz,CC BY
PMC7224473,32407418,10.1371/journal.pone.0233166,2020.0,"Prediction of hypertension, hyperglycemia and dyslipidemia from retinal fundus photographs via deep learning: A cross-sectional study of chronic diseases in central China.",PloS one,CardioMetabolic,oa_package/64/e4/PMC7224473.tar.gz,CC BY
PMC8149764,34055776,10.3389/fcell.2021.645276,2021.0,Understanding the Adult Mammalian Heart at Single-Cell RNA-Seq Resolution.,Frontiers in cell and developmental biology,CardioMetabolic,oa_package/c6/cf/PMC8149764.tar.gz,CC BY
PMC6771989,31111462,10.1111/evo.13759,2019.0,A clinal polymorphism in the insulin signaling transcription factor foxo contributes to life-history adaptation in Drosophila.,Evolution; international journal of organic evolution,CardioMetabolic,oa_package/cf/62/PMC6771989.tar.gz,CC BY-NC-ND
PMC6722836,31344877,10.3390/medsci7080082,2019.0,TRPV1 Antagonists as Novel Anti-Diabetic Agents: Regulation of Oral Glucose Tolerance and Insulin Secretion Through Reduction of Low-Grade Inflammation?,"Medical sciences (Basel, Switzerland)",CardioMetabolic,oa_package/ec/f4/PMC6722836.tar.gz,CC BY
PMC7904071,33654461,10.1093/eurheartj/suaa125,2020.0,The natural history of hypertrophic cardiomyopathy.,European heart journal supplements : journal of the European Society of Cardiology,CardioMetabolic,oa_package/5d/8a/PMC7904071.tar.gz,CC BY-NC
PMC6316012,30518126,10.3390/metabo8040088,2018.0,Impact of Blood Collection Tubes and Sample Handling Time on Serum and Plasma Metabolome and Lipidome.,Metabolites,CardioMetabolic,oa_package/e4/39/PMC6316012.tar.gz,CC BY
PMC11017557,38622622,10.1186/s40001-024-01802-x,2024.0,Dyslipidemia and associated factors among adult cardiac patients: a hospital-based comparative cross-sectional study.,European journal of medical research,CardioMetabolic,oa_package/27/0d/PMC11017557.tar.gz,CC BY
PMC11502738,39448717,10.1038/s41598-024-75894-0,2024.0,"High-intensity interval swimming improves cardiovascular endurance, while aquatic resistance training enhances muscular strength in older adults.",Scientific reports,CardioMetabolic,oa_package/13/01/PMC11502738.tar.gz,CC BY-NC-ND
PMC10540947,37773956,10.1371/journal.pone.0292240,2023.0,Prioritising cardiovascular disease risk assessment to high risk individuals based on primary care records.,PloS one,CardioMetabolic,oa_package/67/1f/PMC10540947.tar.gz,CC BY
PMC11145839,38825679,10.1186/s13098-024-01355-3,2024.0,Prediabetes and diabetes were attributed to the prevalence and severity of sarcopenia in middle-aged and elderly adults.,Diabetology & metabolic syndrome,CardioMetabolic,oa_package/d3/3d/PMC11145839.tar.gz,CC BY
PMC12077008,40361236,10.1186/s13287-025-04378-3,2025.0,The therapeutic efficacy comparison of MSCs derived different tissues unveilings anti-apoptosis more crucial than angiogenesis in treating acute myocardial infarction.,Stem cell research & therapy,CardioMetabolic,oa_package/8b/cf/PMC12077008.tar.gz,CC BY-NC-ND
PMC8639927,33888465,10.1136/bjsports-2020-103854,2021.0,Prehospital management of exertional heat stroke at sports competitions: International Olympic Committee Adverse Weather Impact Expert Working Group for the Olympic Games Tokyo 2020.,British journal of sports medicine,CardioMetabolic,oa_package/d5/bc/PMC8639927.tar.gz,CC BY-NC
PMC7683808,33230925,10.14814/phy2.14604,2020.0,Emerging roles of Sox6 in the renal and cardiovascular system.,Physiological reports,CardioMetabolic,oa_package/4a/b0/PMC7683808.tar.gz,CC BY
PMC10956183,38509610,10.1186/s13098-024-01313-z,2024.0,Correlation between time in range and serum uric acid in Chinese patients with type-2 diabetes: an observational cross-sectional study.,Diabetology & metabolic syndrome,CardioMetabolic,oa_package/b3/83/PMC10956183.tar.gz,CC BY
PMC5851028,29682152,10.1155/2018/1619293,2018.0,Thrombomodulin as a New Marker of Endothelial Dysfunction in Chronic Kidney Disease in Children.,Oxidative medicine and cellular longevity,CardioMetabolic,oa_package/da/89/PMC5851028.tar.gz,CC BY
PMC6641720,31458729,10.1021/acsomega.8b00286,2018.0,Tailoring Hydrophobic Interactions between Probes and Amyloid-β Peptides for Fluorescent Monitoring of Amyloid-β Aggregation.,ACS omega,CardioMetabolic,oa_package/0f/dd/PMC6641720.tar.gz,NO-CC CODE
PMC7762772,33377125,10.1016/j.xcrm.2020.100154,2020.0,Dihydroceramides in Triglyceride-Enriched VLDL Are Associated with Nonalcoholic Fatty Liver Disease Severity in Type 2 Diabetes.,Cell reports. Medicine,CardioMetabolic,oa_package/ea/26/PMC7762772.tar.gz,CC BY-NC-ND
PMC7025161,31775916,10.1017/S0007114519003040,2019.0,Modulation of growth hormone receptor-insulin-like growth factor 1 axis by dietary protein in young ruminants.,The British journal of nutrition,CardioMetabolic,oa_package/d9/84/PMC7025161.tar.gz,CC BY
PMC8223729,34037749,10.1210/endocr/bqab104,2021.0,Endothelial Insulin Receptors Promote VEGF-A Signaling via ERK1/2 and Sprouting Angiogenesis.,Endocrinology,CardioMetabolic,oa_package/57/bf/PMC8223729.tar.gz,CC BY
PMC6354354,30704512,10.1186/s13073-019-0613-2,2019.0,Prioritizing putative influential genes in cardiovascular disease susceptibility by applying tissue-specific Mendelian randomization.,Genome medicine,CardioMetabolic,oa_package/9c/bb/PMC6354354.tar.gz,CC BY
PMC8042020,33846434,10.1038/s41598-021-86963-z,2021.0,COPD significantly increases cerebral and cardiovascular events in hypertensives.,Scientific reports,CardioMetabolic,oa_package/75/fc/PMC8042020.tar.gz,CC BY
PMC11337118,39170750,10.1210/jcemcr/luae149,2024.0,Lymphoid Structure Presenting as a Hypermetabolic Adrenal Incidentaloma.,JCEM case reports,CardioMetabolic,oa_package/8f/88/PMC11337118.tar.gz,CC BY-NC-ND
PMC8507681,34639552,10.3390/ijerph181910251,2021.0,Prediction of Cardiorespiratory Fitness in Czech Adults: Normative Values and Association with Cardiometabolic Health.,International journal of environmental research and public health,CardioMetabolic,oa_package/9e/33/PMC8507681.tar.gz,CC BY
PMC8531224,34712939,10.1016/j.cjco.2021.05.005,2021.0,Population and Resource Utilization Among Patients With Adult Congenital Heart Disease: A Snapshot View of a Moderate-Size Canadian Regional Centre.,CJC open,CardioMetabolic,oa_package/cf/ac/PMC8531224.tar.gz,CC BY-NC-ND
PMC8490629,34621770,10.3389/fnut.2021.676346,2021.0,Metabolites of Procyanidins From Litchi Chinensis Pericarp With Xanthine Oxidase Inhibitory Effect and Antioxidant Activity.,Frontiers in nutrition,CardioMetabolic,oa_package/5b/6b/PMC8490629.tar.gz,CC BY
PMC7408832,32645918,10.3390/jcm9072139,2020.0,Prediabetes Is Independently Associated with Subclinical Carotid Atherosclerosis: An Observational Study in a Non-Urban Mediterranean Population.,Journal of clinical medicine,CardioMetabolic,oa_package/01/50/PMC7408832.tar.gz,CC BY
PMC7691341,33243972,10.1038/s41419-020-03211-4,2020.0,Legumain is a predictor of all-cause mortality and potential therapeutic target in acute myocardial infarction.,Cell death & disease,CardioMetabolic,oa_package/dd/a1/PMC7691341.tar.gz,CC BY
PMC11562356,39538120,10.1186/s12872-024-04324-w,2024.0,Application of functional magnetic resonance imaging to evaluate renal structure and function in type 2 cardiorenal syndrome.,BMC cardiovascular disorders,CardioMetabolic,oa_package/28/3f/PMC11562356.tar.gz,CC BY-NC-ND
PMC8534847,34685713,10.3390/cells10102733,2021.0,Steatosis Alters the Activity of Hepatocyte Membrane Transporters in Obese Rats.,Cells,CardioMetabolic,oa_package/a2/98/PMC8534847.tar.gz,CC BY
PMC9691639,36424498,10.1038/s41598-022-24619-2,2022.0,Quality of glycemic control has significant impact on myocardial mechanics in type 1 diabetes mellitus.,Scientific reports,CardioMetabolic,oa_package/c9/4a/PMC9691639.tar.gz,CC BY
PMC6566833,31162999,10.1080/0886022X.2019.1617736,2019.0,Urine NGAL as an early biomarker for diabetic kidney disease: accumulated evidence from observational studies.,Renal failure,CardioMetabolic,oa_package/11/84/PMC6566833.tar.gz,CC BY
PMC7180211,32362831,10.3389/fphys.2020.00264,2020.0,Changes in Local Atrial Electrograms and Surface ECG Induced by Acute Atrial Myocardial Infarction.,Frontiers in physiology,CardioMetabolic,oa_package/0a/62/PMC7180211.tar.gz,CC BY
PMC11471397,38736291,10.1111/cpr.13654,2024.0,IRE1α pathway: A potential bone metabolism mediator.,Cell proliferation,CardioMetabolic,oa_package/55/4c/PMC11471397.tar.gz,CC BY
PMC9532730,36211745,10.1016/j.fochx.2022.100383,2022.0,"Accumulation, metabolites formation and elimination behavior of rac-glufosinate-ammonium and glufosinate-P in zebrafish (Danio rerio).",Food chemistry: X,CardioMetabolic,oa_package/35/84/PMC9532730.tar.gz,CC BY-NC-ND
PMC10742432,38131984,10.3390/diseases11040178,2023.0,Multivessel Coronary Artery Dissection in a Patient with Co-Occurrence of Aortic Dissection and Dilated Cardiomyopathy in the Postpartum Period.,"Diseases (Basel, Switzerland)",CardioMetabolic,oa_package/09/8a/PMC10742432.tar.gz,CC BY
PMC8627833,34764230,10.14348/molcells.2021.0203,2021.0,The Danger-Associated Peptide PEP1 Directs Cellular Reprogramming in the Arabidopsis Root Vascular System.,Molecules and cells,CardioMetabolic,oa_package/d9/b6/PMC8627833.tar.gz,CC BY-NC-SA
